TURN_ID,MANUAL PARAPHRASE,RAW PARAPHRASE
124_3,What is the proof supporting plate tectonics theory? Is it fossil records?,What is the proof supporting that theory? Is it fossil records?
124_3,How are the fossil records and plate tectonics theory related?,How are the fossil records and the theory related?
124_3,Can you explain how fossil records are connected to the plate tectonics theory?,Can you explain how fossil records are connected to that theory?
124_4,What was the land formation like during the Mesozoic Era?,What was it like during the dinosaurs period?
124_4,What was earth's landmass in the Mesozoic Era like?,What was it like in the time dinosaurs walked?
124_4,What existed on earth geographically during the Mesozoic Era,What existed during the dinosaurs era?
124_4,What were some examples of the earth's landmass during the Mesozoic Era?,What were some examples land during the time when dinosaurs lived?
124_4,What was the world's landmass like during the Mesozoic Era?,How was the world like during dinosaurs' time?
124_4,What was the earth's landmass during the Mesozoic Era?,How was the earth like at the time dinosaurs existed?
124_4,What was the landmass like during the Mesozoic Era?,What was the land like during that era?
124_4,What was the geological composition of the earth in the Mesozoic Era?,What was the composition at that era?
124_4,How was the earth's land situated during the Mesozoic Era?,Where was it like during that era? 
124_4,What were the earth's continents during the Mesozoic Era?,What were they during that period of time?
124_5,When will the world be completely reformed like Pangaea?,When will the world be completely reformed like that again?
124_5,Could we ever have a continent like Pangaea?,Could we ever have a continent like that again?
124_5,Will the continent join again like it was with Pangaea?,Will the continent join again like it was during that time?
124_5,Could the earth's land reshape to be like Pangaea again?,Could the Earth have reshaped like that again?
124_5,Is there any chance that Pangaea will form again?,Is there any chance that it will form again like it was during that era?
124_5,Can Pangaea ever form again?,Can it ever form again?
124_5,Can a continent like Pangaea form again like in the past?,Can a continent like that form again like in the past?
124_5,Will the continents come back together into one continent like Pangaea again?,Will they come back together into one like that again?
124_5,Could such a vast landmass as Pangaea exist in the future?,Could such a vast landmass exist in the future?
124_5,Is it possible for a continent like Pangaea to reform?,Is it possible for a continent like that to reform?
124_5,Would such a large continent like Pangaea happen again?,Would such a large continent come back?
124_5,Could a land like Pangaea happen again?,Could a land like that happen again?
124_6,"So, of the three periods you talked about, what are some major features of the Triassic Period?","So from the three periods you talked about, what are some major feature of the third one?"
124_6,What characterized the Triassic Period of the Mesozoic Era?,"Of the three periods, what characterized the third period in the dinosaurs era?"
124_6,What were some of the features of the Triassic Period?,What were some of the features of the third period of the dinosaurs era?
124_6,What is the significance of the Triassic Period in the history you mentioned?,What is the significance of the third Period in the history you mentioned?
124_6,How was the Triassic Period different from the other Mesozoic periods?,How was the third period different from the other dinosaurs periods?
124_6,What was most notable about the Triassic period in the Mesozoic era?,What was most notable about the third period in the dinosaurs era?
124_6,What was the Triassic period in the Mesozoic era?,What was the third period in the time dinosaurs lived?
124_7,What is the Jurassic period?,What is the second Period?
124_7,What are some of the most interesting features of the Jurassic period?,What are some of the most interesting features about the second period?
124_7,What was the Jurassic period like?,What was the second period like?
124_7,What features of the Jurassic period are most interesting to study?,What features of the second period are most interesting to study?
